Major Development Project (Advanced),The Major Development project will provide students an opportunity to apply the knowledge and practise the skills acquired in the prerequisite and qualifying units in the context of designing and building a substantial software system in diverse application domains including life sciences. Students will need to demonstrate sensible application of computer science knowledge and skills in their project including deciding on most suitable data structure and algorithms algorithmic analysis for problem solving methods for developing robust efficient and secure system. Working in groups for an external client combined with academic supervision students will need to carry out the full range of activities including requirements capture analysis and design coding testing and documentation. Students will use the XP methodology and make use of professional tools for the management of their project.,INFO3600,IT
Concurrency for Software Development,The manufacturing industry has experienced a radical shift in the way they design computers with the integration of multiple processors on the same chip.  This hardware shift now requires software developers to acquire the skills that will allow them to write efficient concurrent software.  Software developers used to wait for manufacturers to increase the clock frequency of their processors to see increases in the performance of their programs the challenge is now to exploit in the same program more and more processing resources rather than faster processing resources. In this unit you will learn how to tackle the problems underlying this challenge including developing and testing concurrent programs  synchronizing resources between concurrent threads overcoming fairness issues and guaranteeing progress and ensuring scalability in the level of concurrency.,SOFT3410,IT
Knowledge Management Systems,The need to track and facilitate the sharing of the core knowledge resources in contemporary organisations is widely recognised.  This course will provide a comprehensive introduction to the area of Knowledge Management (KM) from both technological and organisational perspectives. We will review and discuss a range of published papers case studies and other publications that deal with important KM-related topics. One of the key knowledge management technologies Business Intelligence Systems will be covered in detail. It will also include hands-on work using the BI (Online Analytical Processing– OLAP) tool COGNOS and visualisation using Tableau. Some of the main themes to be covered will include: KM- Conceptual Foundations; Taxonomies of organizational knowledge and KM mechanisms; Case/Field Studies of KM Initiatives; Data Warehousing and OLAP/Business Analytics; Semantic Modelling and Knowledge Graphs; Social mediacrowdsourcing and KM; Big data and actionable knowledge.,ISYS5050,IT
Services Science Management and Engineering,The service economy plays a dominant and growing role in economic growth and employment in most parts of the world. Increasingly the improved productivity and competitive performance of firms and nations in services rely on effective design engineering and management of IT services.,INFO5991,IT
Software Development Project,The Software Development project will provide students an opportunity to apply the knowledge and practise the skills acquired in the prerequisite and qualifying units in the context of designing and building a substantial software system in diverse application domains including life sciences. In particular students will need to demonstrate sensible application of software development knowledge and skills in their project including deciding on and implementing most suitable software design and architecture appropriate testing techniques coding with maintainability and extensibility in-mind and realizing relevant system’s non-functional properties including performance security reliability and usability. Student will also need to demonstrate the proper use of software development tools and practices that lead to effective and efficient development processes. Working in groups for an external client combined with academic supervision students will need to carry out the full range of activities including requirements capture analysis and design coding testing and documentation. Students will use the XP methodology and make use of professional tools for the management of their project.,SOFT3888,IT
Algorithms,The study of algorithms is a fundamental aspect of computing. This unit of study covers data structures algorithms and gives an overview of the main ways of computational thinking from simple list manipulation and data format conversion up to shortest paths and cycle detection in graphs. Students will gain essential knowledge in computer science including basic concepts in data structures algorithms and intractability using paradigms such as dynamic programming divide and conquer greed local search and randomisation as well NP-hardness.,COMP9007,IT
Database Systems 1 (Advanced),The ubiquitous use of information technology comes with immense amounts of data produced by users IT systems and mobile devices. The proper management of data is essential for all applications especially new ones that want to make intelligent use of the data and for effective decision making within organisations.,INFO2820,IT
Database Systems 1,The ubiquitous use of information technology leaves us facing a tsunami of data produced by users IT systems and mobile devices. The proper management of data is hence essential for all applications and for effective decision making within organizations.,INFO2120,IT
Data & Information Management,The ubiquitous use of information technology leaves us facing a tsunami of data produced by users IT systems and mobile devices. The proper management of data is hence essential for all applications and for effective decision making within organizations.,ISYS2120,IT
Design of Networks & Distributed Systems,The unit covers general foundations of communication systems and a detailed walk through of the implementation of the TCP/IP protocol stack which forms the basis of the Internet. The unit also covers the basic knowledge of how to analyse design and implement simple communication protocols.,COMP5116,IT
Design of Networks & Distributed Systems,The unit covers general foundations of communication systems and a detailed walk through of the implementation of the TCP/IP protocol stack which forms the basis of the Internet. The unit also covers the basic knowledge of how to analyse design and implement simple communication protocols.,COMP9121,IT
Advanced Network Technologies,The unit introduces networking concepts beyond the best effort service of the core TCP/IP protocol suite. Understanding of the fundamental issues in building an integrated multi-service network for global Internet services taking into account service objectives application characteristics and needs and network mechanisms will be discussed. Enables students to understand the core issues and be aware of proposed solutions so they can actively follow and participate in the development of the Internet beyond the basic bit transport service.,COMP5416,IT
Computing 1B OS & Network Platforms,The unit introduces principles and concepts of modern computer systems including mobile computers and the Internet to provide students with fundamental knowledge of the environments in which modern networked applications operate.,INFO1112,IT
Principles of Distributed Systems and Networks,The unit will provide a broad introduction to the principles of distributed systems and their design; provide students the fundamental knowledge required to analyse and construct various types of distributed systems; explain the common architectural principles and approaches used in the design of networks at different scales (e.g. shared medium access and routing); introduce the programming skills required for developing distributed applications and will cover the use of Java class libraries and APIs; cover common approaches and techniques in distributed resource management (e.g. task scheduling).,COMP2121,IT
Data Structures,"The unit will teach some powerful ideas that are central to quality software: data abstraction and recursion. It will also show how one can analyse the scalability of algorithms using mathematical tools of asymptotic notation. Contents include: both external ""interface"" view and internal ""implementation"" details for commonly used data structures including lists stacks queues priority queues search trees hash tables and graphs; asymptotic analysis of algorithm scalability including use of recurrence relations to analyse recursive code. This unit covers the way information is represented in each structure algorithms for manipulating the structure and analysis of asymptotic complexity of the operations. Outcomes include: ability to write code that recursively performs an operation on a data structure; experience designing an algorithmic solution to a problem using appropriate data structures coding the solution and analysing its complexity.",INFO1105,IT
Data Structures (Advanced),"The unit will teach some powerful ideas that are central to quality software: data abstraction and recursion. It will also show how one can analyse the scalability of algorithms using mathematical tools of asymptotic notation. Contents include: both external ""interface"" view and internal ""implementation"" details for commonly used data structures including lists stacks queues priority queues search trees hash tables and graphs; asymptotic analysis of algorithm scalability including use of recurrence relations to analyse recursive code. This unit covers the way information is represented in each structure algorithms for manipulating the structure and analysis of asymptotic complexity of the operations. Outcomes include: ability to write code that recursively performs an operation on a data structure; experience designing an algorithmic solution to a problem using appropriate data structures coding the solution and analysing its complexity.",INFO1905,IT
Analysis & Design of Web Information Systems,This course discusses the processes methods techniques and tools that organisations use to determine how they should conduct their business with a particular focus on how web-based technologies can most effectively contribute to the way business is organized. The course covers a systematic methodology for analysing a business problem or opportunity determining what role if any web-based technologies can play in addressing the business need articulating business requirements for the technology solution specifying alternative approaches to acquiring the technology capabilities needed to address the business requirements and specifying the requirements for the information systems solution in particular in-house development development from third-party providers or purchased commercial-off-the-shelf (COTS) packages.,ISYS2110,IT
Data Science: Big Data and Data Diversity,This course focuses on methods and techniques to efficiently explore and analyse large data collections. Where are hot spots of pedestrian accidents across a city? What are the most popular travel locations according to user postings on a travel website? The ability to combine and analyse data from various sources and from databases is essential for informed decision making in both research and industry.,DATA2001,IT
Big Data and Data Diversity (Advanced),This course focuses on methods and techniques to efficiently explore and analyse large data collections. Where are hot spots of pedestrian accidents across a city? What are the most popular travel locations according to user postings on a travel website? The ability to combine and analyse data from various sources and from databases is essential for informed decision making in both research and industry.,DATA2901,IT
Management of IT Projects and Systems,This course introduces the basic processes and techniques for managing IT projects systems and services throughout the IT lifecycle. It addresses both the technical and behavioural aspects of IT management at the enterprise level. Major topics include: IT planning project planning and scheduling project tracking resource estimation team management software testing change and problem management and quality assurance.,INFO3402,IT
Deep Learning,This course provides an introduction to deep learning which is rapidly emerging as one of the most successful and widely applicable set of techniques across a range of applications. Students taking this course will be exposed to cutting-edge research in deep learning — starting from theories models and algorithms to implementation and recent progress of deep learning.,COMP5329,IT
Human-Computer Interaction,This is a first subject in HCI Human Computer Interaction. It is designed for students who want to be involved in one of the many roles required to create future technology. There are three main parts: the human foundations from psychology and physiology; HCI methods for design and evaluation of interfaces; leading edge directions for technologies.,INFO3315,IT
Information Technology Short Project,This is a short 6cp IT project unit of study that can be taken either stand-alone as a short IT project during winter or summer schools or as an internship-project as part of an industry-based scholarship such as the Faculty's Postgraduate Industry Project Placement Scheme (PIPPS). The focus is on the development of a client-focused solution with proper project management and documentation. For such students who follow the internship model of one day a week over both semester 1 and semester 2 COMP5705 can be combined with COMP5706 IT Industry Placement Project.,COMP5705,IT
Pervasive Computing,"This is an advanced course on Pervasive Computing with a focus on the ""Internet of Things"" (IoT). It introduces the key aspects of the IoT and explores these in terms of the new research towards creating user interfaces that disappear into the environment and are available pervasively for example in homes workplaces cars and carried.",COMP5047,IT
Intro to Software Engineering Practice [not offered in 2020],This is an elective for students in the postgraduate IT degrees. It is expected to be taken early in the degree if (and only if) their undergraduate education and subsequent experience have not covered this vital aspect namely working in groups under a defined process to deliver a software development project. Remark: the Sydney University undergraduate degrees in IT and in SE all cover this material especially through the unit COMP3615 or INFO3600 and INFO3402; however not all institutions guarantee this sort of experience for IT graduates. This unit will scaffold such students to do well in future group development projects in their coursework or in industry by providing fundamental knowledge of Software Engineering processes and practices.,INFO9117,IT
Introduction to Bioinformatics [not running],This unit brings together a wide range of skills that are routinely practised in bioinformatics from the ‘hard’ subjects of mathematics statistics and computer science to the ‘soft’ subjects in the biological / health sciences and pharmacology. The unit covers the essentials of bioinformatics data gathering manipulation mining and storage that underpin bioinformatics research. It further provides additional practice in the graduate attributes of Research and Inquiry Information Literacy and Communication through analysis of scientific research use of large bioinformatics data sets and writing of reports.,COMP5456,IT
Agile Software Development Practices,This unit builds students skills to follow defined processes in software development in particular working in small teams in an agile approach. Content covers the underlying concepts and principles of software processes their analysis measurement and improvement. Students will practice with a variety of professional-strength tool support for the practices that ensure quality outcomes. The unit requires students to enter already skilled in individual programming; instead this unit focuses on the complexities in a team setting.,SOFT2412,IT
Informatics (Advanced),This unit covers advanced data processing and management integrating the use of existing productivity software e.g. spreadsheets and databases with the development of custom software using the powerful general-purpose Python scripting language. It will focus on skills directly applicable to research and decision-making in any quantitative domain. The unit will also cover presentation of data through written publications visual representations and dynamically generated web pages. The assessment includes a semester long project that involves the demonstration of these skills and techniques for processing and presenting data in a chosen domain.,INFO1903,IT
Business Information Systems Project,This unit covers advanced topics in project management with an emphasis on contemporary issues in the delivery of complex Information Systems solutions for businesses. The topics include alternative project management methodologies and techniques the human and organisational aspects of project management the importance of project governance the changing nature of project management in the digital era as well as the evolving role of the project manager in the global business environment.,INFS3080,IT
Informatics: Data and Computation,This unit covers computation and data handling integrating sophisticated use of existing productivity software e.g. spreadsheets with the development of custom software using the general-purpose Python language. It will focus on skills directly applicable to data-driven decision-making. Students will see examples from many domains and learn how to write code to automate the common processes of data science such as data ingestion format conversion cleaning summarization creation and application of a predictive model.,DATA1002,IT
Informatics: Data and Computation (Advanced),This unit covers computation and data handling integrating sophisticated use of existing productivity software e.g. spreadsheets with the development of custom software using the general-purpose Python language. It will focus on skills directly applicable to data-driven decision-making. Students will see examples from many domains and be able to write code to automate the common processes of data science such as data ingestion format conversion cleaning summarization creation and application of a predictive model.,DATA1902,IT
Cloud Computing,This unit covers topics of active and cutting-edge research within IT in the area of 'Cloud Computing' and 'Big Data'.,COMP5349,IT
Enterprise Scale Software Architecture,"This unit covers topics on software architecture for large-scale enterprises. Computer systems for large-scale enterprises handle critical business processes interact with computer systems of other organisations and have to be highly reliable available and scalable. This class of systems are built up from several application components incorporating existing ""legacy"" code and data stores as well as linking these through middleware technologies such as distributed transaction processing remote objects message-queuing publish-subscribe and clustering. The choice of middleware can decide whether the system achieves essential non- functional requirements such as performance and availability. The objective of this unit of study is to educate students for their later professional career and it covers Software Architecture topics of the ACM/IEEE Software Engineering curriculum.",COMP5348,IT
IT Special Project 2A,This unit enables talented students to apply their IT knowledge from the junior years to do more exciting projects. Students are provided with the opportunities to get involved in projects which are research intensive.,INFO2911,IT
IT Special Project 2B,This unit enables talented students to apply their It knowledge from their junior years to do more exciting projects. Students are provided with the opportunities to get involved in projects which are research intensive.,INFO2912,IT
IT Special Project 3A,This unit enables talents students with maturing IT knowledge to integrate various IT skills and techniques to carry out projects. These projects are largely research intensive.,INFO3911,IT
IT Special Project 3B,This unit enables talents students with maturing IT knowledge to integrate various IT skills and techniques to carry out projects. These projects are largely research intensive.,INFO3912,IT
Enterprise Systems Management,This unit explores the strategic managerial issues that arise from the implementation and use of Enterprise Systems as a means of integrating data and standardising processes. The unit utilises a combination of practical sessions with an Enterprise System such as SAP and analyses based on readings of case studies to explore the long-term effects of strategic implementation decisions and issues with regard to Enterprise System implementation projects. The unit explores the emergence and implications of cloud-based Enterprise Systems and the part that Enterprise Systems play in an organisation's broader information infrastructure.,INFS6012,IT
Natural Language Processing,This unit introduces computational linguistics and the statistical techniques and algorithms used to automatically process natural languages. It will review the core statistics and information theory and the basic linguistics required to understand natural language processing (NLP).,COMP5046,IT
Discrete Optimization,This unit introduces students to the algorithmic theory and applications of discrete optimization. The main aims of this unit are: (i) learn how to model  various practical problems as abstract optimization problems (ii) learn the theory underlying efficient algorithms for solving these problems  (iii) learn how to use these tools in practice.,COMP3530,IT
Computing 1A Professionalism,This unit introduces students to the fundamental principles that underlie professional practice in computing. It lays the foundation for later studies and presents to the students challenges common to a multidisciplinary IT environment. The subject also provides students with the opportunity to develop important attributes such as communication skills an understanding of professional ethics and of working as a part of a team. Tool use is an important aspect of this unit: students are required to learn to use tools for planning and completing work managing artefacts including reports and communicating within the team. A selection of guest speakers will address students on different career paths.,INFO1111,IT
Computational Methods for Life Sciences,This unit introduces the algorithmic principles driving advances in the life sciences. It discusses biological and algorithmic ideas together linking issues in computer science and biology and thus is suitable for students in both disciplines. Students will learn algorithm design and analysis techniques to solve practical problems in biology.,COMP3456,IT
Software Construction and Design 1,This unit introduces the foundations of software design and construction. It covers the topics of modelling software (UML CRC use cases) software design principles object-oriented programming theory (inheritance polymorphism dynamic subtyping and generics) and simple design patterns. The unit aims to foster a strong technical understanding of the underlying software design and construction theory (delivered in the lecture) but also has a strong emphasis of the practice where students apply the theory on practical examples.,COMP9201,IT
Software Construction and Design 1,This unit introduces the foundations of software design and construction. It covers the topics of modelling software (UML CRC use cases) software design principles object-oriented programming theory (inheritance polymorphism dynamic subtyping and generics) and simple design patterns. The unit aims to foster a strong technical understanding of the underlying software design and construction theory (delivered in the lecture) but also has a strong emphasis of the practice where students apply the theory on practical examples.,SOFT2201,IT
Software Construction and Design 2,This unit is a sequel of Software Construction and Design I (SOFT2201). It introduces advanced concepts which build on the topics of SOFT2201. SOFT3202 covers topics including software validation and verification the theory of testing and advanced design patterns. The unit has a strong focus on the theoretical underpinning of software design. In the labs the theory is applied with contemporary tools with concrete examples.,SOFT3202,IT
Introduction to Programming,This unit is an essential starting point for software developers IT consultants and computer scientists to build their understanding of principle computer operation. Students will obtain knowledge and skills with procedural programming. Crucial concepts include defining data types control flow iteration functions recursion the model of addressable memory. Students will be able to reinterpret a general problem into a computer problem and use their understanding of the computer model to develop source code. This unit trains students with software development process including skills of testing and debugging. It is a prerequisite for more advanced programming languages systems programming computer security and high performance computing.,COMP9001,IT
Introduction to Programming,This unit is an essential starting point for software developers IT consultants and computer scientists to build their understanding of principle computer operation. Students will obtain knowledge and skills with procedural programming. Crucial concepts include defining data types control flow iteration functions recursion the model of addressable memory. Students will be able to reinterpret a general problem into a computer problem and use their understanding of the computer model to develop source code. This unit trains students with software development process including skills of testing and debugging. It is a prerequisite for more advanced programming languages systems programming computer security and high performance computing.,INFO1110,IT
Parallel and Distributed Computing,This unit is intended to introduce and motivate the study of high performance computer systems. The student will be presented with the foundational concepts pertaining to the different types and classes of high performance computers. The student will be exposed to the description of the technological context of current high performance computer systems. Students will gain skills in evaluating experimenting with and optimising the performance of high performance computers. The unit also provides students with the ability to undertake more advanced topics and courses on high performance computing.,COMP5426,IT
Project Management in IT,This unit of study covers the key components of successfully managing a wide variety of Information Technology projects. The course covers both quantitative and qualitative aspects of project management. Topics include the management of time scope budget risk quality and resources through each of the phases of a project.,INFO6007,IT
Information Security Management,This unit of study gives a broad view of the management aspects of information security. We emphasise corporate governance for information security organisational structures within which information security is managed risk assessment and control structures. Planning for security and regulatory issues are also addressed.,INFO5301,IT
Advanced Data Models,This unit of study gives a comprehensive overview of post-relational data models and of latest developments in data storage technology.,COMP5338,IT
Computer Vision and Image Processing ,This unit of study introduces students to vision sensors computer vision analysis and digital image processing. Students will learn about fundamental algorithms in computer vision and be exposed to state-of-the-art developments in computer vision research. Students will explore the fundamental difficulties in automated reasoning from image data and learn key skills and practical knowledge in designing solutions to engineering problems involving vision. This course will introduce students to the fundamental principles of image sensor architectures radiometry colour reconstruction and projective geometry. Students will gain knowledge and skills in developing automated approaches to image analysis segmentation object recognition classification and image enhancement. Students will learn about approaches to radiometric and projective calibration of camera systems stereo imaging image-based navigation and the estimation of 3D scene parameters from images.,AMME4710,IT
Professional Practice in IT,This Unit of Study introduces the students to some of the concepts standards and techniques associated with the current professional practice in information technology in the business environment.,INFO5990,IT
Information Technology Exchange,This unit of study is for University of Sydney students in the Exchange program studying at an overseas University.,INFO3551,IT
Change Management in IT,This unit of study presents the leading edge of research and practice in change management and focuses on theories frameworks and perspectives that can guide your work as a change agent in the IT industries. The unit will cover a range of approaches methods interventions and tools that can be used to successfully manage change projects that relate to the implementation of new technologies.,ISYS5070,IT
Database Systems 2,This unit of study provides a comprehensive overview of the internal mechanisms and algorithms of Database Management Systems (DBMS) and other systems that manage large data collections. These skills are needed for successful performance tuning and to understand the scalability challenges faced by the information age. This unit builds upon the second- year INFO2120 – 'Database Systems 1' and correspondingly assumes a sound understanding of SQL schema design and transactional programs.,INFO3404,IT
Database Systems 2 (Adv),This unit of study provides a comprehensive overview of the internal mechanisms and algorithms of Database Management Systems (DBMS) and other systems that manage large data collections. These skills are needed for successful performance tuning and to understand the scalability challenges faced by the information age. This unit builds upon the second- year INFO2820 – 'Database Systems 1 (Adv)' and correspondingly assumes a sound understanding of SQL schema design and transactional programs.,INFO3504,IT
Data Science Platforms,This unit of study provides a comprehensive overview of the internal mechanisms data science platforms and of systems that manage large data collections. These skills are needed for successful performance tuning and to understand the scalability challenges faced by when processing Big Data. This unit builds upon the second year DATA2001 – 'Data Science - Big Data and Data Diversity' and correspondingly assumes a sound understanding of SQL and data analysis tasks.,DATA3404,IT
Database Management Systems,This unit of study provides a conceptual and practical introduction to the use of common platforms that manage large relational databases. Students will understand the foundations of database management and enhance their theoretical and practical knowledge of the widespread relational database systems as these are used for both operational (OLTP) and decision-support (OLAP) purposes. The unit covers the main aspects of SQL the industry-standard database query language. Students will further develop the ability to create robust relational database designs by studying conceptual modelling relational design and normalization theory. This unit also covers aspects of relational database management systems which are important for database administration. Topics covered include storage structures indexing and its impact on query plans transaction management and data warehousing.,COMP9120,IT
Computer and Network Organisation,This unit of study provides an introduction to computer organisation and network protocols. It covers a broad range of topics including computer hardware software architecture (operating systems compilers etc) and principles of communication network protocols. It is designed to give students an understanding of how software programs operate and run inside the computer hardware and therefore the knowledge how to use computers most effectively.,COMP5213,IT
Computer and Network Organisation,This unit of study provides an introduction to computer organisation and network protocols. It covers a broad range of topics including computer hardware software architecture (operating systems compilers etc) and principles of communication network protocols. It is designed to give students an understanding of how software programs operate and run inside the computer hardware and therefore the knowledge how to use computers most effectively.,COMP9601,IT
Graphics and Multimedia,This unit provides a broad introduction to the field of graphics and multimedia computing to meet the diverse requirements of application areas such as entertainment industrial design virtual / augmented reality vision-based multimedia analytics digital healthcare intelligent media management social multimedia and remote sensing. It covers both the underpinning theories and the practices of computing and manipulating digital media including graphics / image audio animation and video. Emphasis is placed on principles and cutting-edge techniques for multimedia data processing content analysis media retouching media coding and compression.,COMP3419,IT
Introduction to IT Security ,This unit provides a broad introduction to the field of IT security. We examine secure and insecure programs secure and insecure information secure and insecure computers and secure and insecure network infrastructure. Key content includes the main threats to security; how to analyse risks; the role in reducing risk that can be played by technical tools (such as encryption signatures access control firewalls etc); the limitations of technical defences; and the simple process and behavioural changes that can reduce risk.,INFO2315,IT
System Analysis and Modelling,This unit provides a comprehensive introduction to the analysis of complex systems. Key topics are the determination and expression of system requirements (both functional and non-functional) and the representation of structural and behavioural models of the system in UML notations. Students will be expected to evaluate requirements documents and models as well as producing them. This unit covers essential topics from the ACM/IEEE SE2004 curriculum especially from MAA Software Modelling and Analysis.,COMP9110,IT
Systems Analysis and Modelling ,This unit provides a comprehensive introduction to the analysis of complex systems. Key topics are the determination and expression of system requirements (both functional and non-functional) and the representation of structural and behavioural models of the system in UML notations. Students will be expected to evaluate requirements documents and models as well as producing them. This unit covers essential topics from the ACM/IEEE SE2004 curriculum especially from MAA Software Modelling and Analysis.,INFO2110,IT
Computing 2 Usability and Security,This unit provides an integrated treatment of two critical topics for a computing professional: human computer interaction (HCI) and security. The techniques and core ideas of HCI will be studied with a particular focus on examples and case studies from real world systems. This unit builds the students’ awareness of the deep challenges in creating computing systems that can meet people’s needs for both HCI and security.  It will develop basic skills to evaluate systems for their effectiveness in meeting people’s needs within the contexts of their use building knowledge of common mistakes in systems and approaches to avoid those mistakes.,INFO2222,IT
Algorithms and Complexity,This unit provides an introduction to the design and analysis of algorithms. The main aims are: To learn how to develop algorithmic solutions to computational problem and; To develop understanding of algorithm efficiency and the notion of computational hardness.,COMP2007,IT
Algorithm Design,This unit provides an introduction to the design techniques that are used to find efficient algorithmic solutions for given problems. The techniques covered included greedy divide-and-conquer dynamic programming and adjusting flows in networks. Students will extend their skills in algorithm analysis. The unit also provides an introduction to the concepts of computational complexity and reductions between problems.,COMP3027,IT
Algorithm Design (Adv),This unit provides an introduction to the design techniques that are used to find efficient algorithmic solutions for given problems. The techniques covered included greedy divide-and-conquer dynamic programming and adjusting flows in networks. Students will extend their skills in algorithm analysis. The unit also provides an introduction to the concepts of computational complexity and reductions between problems.,COMP3927,IT
Models of Computation,This unit provides an introduction to the foundations of computational models - including Lambda Calculus (functional approach) Automata Theory (stateful approach) and Logic calculi (propositional and predicate logic formal proofs). Practical use is illustrated by exploring programming languages based upon them i.e. functional programming (e.g. Haskell) and logic programming in contrast to the procedural languages most students will already be familiar with (e.g. C-style languages). The expressive power and limitations of different Automata is explored (e.g. Regular Context-Free and Recursively-enumerable languages) culminating with Turing machines and the notions of computability and decidability.,COMP2022,IT
Models of Computation (Adv),This unit provides an introduction to the foundations of computational models - including Lambda Calculus (functional approach) Automata Theory (stateful approach) and Logic calculi (propositional and predicate logic formal proofs). Practical use is illustrated by exploring programming languages based upon them i.e. functional programming (e.g. Haskell) and logic programming (e.g. Prolog) in contrast to the procedural languages most students will already be familiar with (e.g. C-style languages). The expressive power and limitations of different Automata is explored (e.g. Regular Context-Free and Recursively-enumerable languages) culminating with Turing machines and the notions of computability and decidability.,COMP2922,IT
Programming Languages and Paradigms,This unit provides an introduction to the foundations of programming languages and their implementation. The main aims are to teach what are: semantics programming paradigms and implementation of programming languages.,COMP3109,IT
Principles of Security and Security Engineering,This unit provides an introduction to the many facets of security in the digital and networked world the challenges that computer systems face and the design principles that have been developed to build secure systems and counter attacks. The unit puts the focus squarely on providing a thorough understanding of security principles and engineering for security. At the same time we stress a hands-on approach to teach the state-of-the-art incarnations of security principles and technology and we practice programming for security. We pay particular attention to the fact that security is much more than just technology as we discuss the fields of usability in security operational security and cyber-physical systems. At the end of this unit graduates are prepared for practical demands in their later careers and know how to tackle new yet unforeseen challenges.,INFO3616,IT
Multimedia Design and Authoring,This unit provides principles and practicalities of creating interactive and effective multimedia products. It gives an overview of the complete spectrum of different media platforms and current authoring techniques used in multimedia production. Coverage includes the following key topics: enabling multimedia technologies; multimedia design issues; interactive 2D & 3D computer animation; multimedia object modelling and rendering; multimedia scripting programming; post-production and delivery of multimedia applications.,COMP5415,IT
Enterprise Systems & Integrated Business,This unit provides students with an in-depth understanding of the way in which implementation and use of large scale integrated Enterprise Systems change the nature of organisational capabilities processes and roles. Students will gain an understanding of the strategic role of Enterprise Systems in providing a platform for improved business operations and designing information infrastructures. In this unit students will gain considerable hands-on experience with an enterprise-wide system such as SAP concentrating on the way in which such systems support integrated business processes. Through a combination of discussion and practical work students will gain a strong knowledge in both the organisational and technical aspects of Enterprise Systems. Students will also explore the emergence and implications of cloud-based Enterprise Systems and the implementation process. Assumed knowledge for this unit is INFS1000 or equivalent.,INFS3040,IT
Business Process Modelling & Improvement,This unit provides you with an in-depth understanding of the role of business process management (BPM) and process architectures in a business environment. You will gain essential skills of the entire BPM lifecycle from process identification to process monitoring including process modelling analysis redesign and automation required to achieve high performing business processes in a service-oriented business environment. In this unit you will attain considerable hands-on skills with BPM tools by documenting analysing and simulating current and improved processes. Assumed knowledge for this unit is INFS1000 or equivalent.,INFS2020,IT
Computing 3 Management,This unit teaches students vital skills for an effective professional career: preparing them to eventually be a leader who ensures that others achieve high-quality outcomes. Building on experiences from earlier units (that covered working in a team agile development practices paying attention to needs and characteristics of users and the value of data) this unit teaches students key concepts needed as a manager or when working with managers. The focus includes managing projects managing services and ensuring governance.,INFO3333,IT
 IT Advanced Topic A,This unit will cover some topic of active and cutting-edge research within IT; the content of this unit may be varied depending on special opportunities such as a distinguished researcher visiting the University.,INFO5010,IT
IT Advanced Topic B,This unit will cover some topic of active and cutting-edge research within IT; the content of this unit may be varied depending on special opportunities such as a distinguished researcher visiting the University.,INFO5011,IT
Advanced Topics in IT Project Management,This unit will explore the challenges of IT project management and the most promising techniques to overcome them. It will involve case study research to identify the limits of traditional IT project management practices. It will enhance the theoretical understanding by exploring the influence of top management project technology innovation and different methodologies on IT projects.,INFO6010,IT
Empirical Security Analysis and Engineering,"This unit will present the lessons from recent research and from case studies of practice to bring students the skills to assess and improve the security of deployed systems. A particular focus is on data-driven approaches to collect operational data about a system's security. We explore deployment issues at local and global scale e.g. for X.509 DNS and BGP and also take human factors explicitly into account. As a result students will learn to put building blocks of security together in a sound way to arrive at engineering solutions that are empirically verifiable functional and secure against realistic threats. As Dan Geer once famously said: ""Any security technology whose effectiveness can't be empirically determined is indistinguishable from blind luck.""",COMP5617,IT
Information Systems,This unit will provide a comprehensive conceptual and practical introduction to information systems (IS) in contemporary organisations. Key topics covered include:,ISYS2140,IT
