Final year project,"You undertake a self-guided learning task in the form of a project.
Projects may be a single semester or (in conjunction with MEC4402) a full year in length [Enrolment by Departmental approval only]. Projects will consist of either a design, theoretical, or experimental investigation. The project may be undertaken either within the Department or externally with a company or research organisation. In either case, an academic member of staff will act as the supervisor. While some projects may benefit from group-based work, it is expected that you will work on your project.
NB. Before work is started on the project a safety induction and risk assessment process will be completed.",Mechanical
Final year project - Thesis,"In this unit, together with MEC4401, you undertake a self-guided learning task in the form of a project. It is a full-year project of either a major design, theoretical, or experimental investigation. The project may be undertaken either within the department or externally with a company or research organisation. In either case, an academic member of staff will act as the supervisor. While some projects may benefit from group-based work, it is expected that you will work individually on each project.",Mechanical
Professional practice,"This unit provides you with an understanding of the work environment of a professional engineer addressing topics not covered in other parts of the degree program. It allows you to more effectively use your engineering skills within the context of a business environment and assists you to add value to the community. You will be encouraged to evaluate problems from a multi-faceted perspective and to articulate your views in writing as well as in discussion. The unit provides a balance between global macro issues likely to influence your future work environment, and more current micro issues likely to confront you in establishing yourself as a professional engineer.",Mechanical
Engineering design 3,"This unit provides you with the opportunity to work in teams to complete an integrated design project (IDP) which draws upon the knowledge and skills that you have developed throughout the course of your degree. It also includes instruction in the use of design software tools for 3D modelling, assembly, finite element analysis (FEA), computational fluid dynamics (CFD) and design optimisation. Societal, health, safety, legal and cultural aspects will also be considered where appropriate.",Mechanical
Thermodynamics and heat transfer,This unit aims to develop a fundamental understanding of the processes by which heat and energy are inter-related and converted and by which heat is transferred. The unit will review major principles of energy conversion and the modes of heat transfer. The basic laws of thermodynamics and the governing equations for heat transfer and thermodynamics will be introduced and subsequently used to solve practical engineering problems involving thermodynamics and heat transfer. The unit will also cover fundamental design principles of power generation systems and heat exchangers.,Mechanical
"Momentum, energy & mass transport in engineering systems","Unsteady heat conduction, numerical solutions to multi-dimensional conduction problems. Derivation of general governing equations for fluid flow, heat transfer and mass transfer. Free and forced convection heat transfer in laminar and turbulent flow regimes. Fundamentals of mass transfer. Introduction to two-phase heat transfer. Applications to mechanical engineering systems: fuel cells and alternative energy devices, heat pipes in electronics cooling, micro-scale heat transfer and bioheat transfer.",Mechanical
Refrigeration and air conditioning,"Review of mass and energy conservation and transfer processes; psychrometry and moist air properties; factors influencing human comfort; calculation of building thermal loads; simulation packages for calculating building loads; air conditioning systems; fans, pumps, ducts, etc in air conditioning plant; control systems in air conditioning plant; vapour compression and absorption refrigeration; air conditioning and refrigeration in transportation; industrial fieldwork.",Mechanical
Control systems,"Instruction on the basics of automatic control design, including analysis and design techniques (with MATLAB/SIMULINK). Assumes you have the ability to form and use classical and state-space models of linear systems, can calculate responses in time and frequency domain, and have experience in using MATLAB. Control system design through root-locus, frequency response, direct pole-placement, and state estimation, with concepts of linear systems, controllability, and observability. Introductions to robust stability, PID control design, digital systems, and optimal control design methods will also be provided.",Mechanical
Micro/nano solid and fluid mechanics,"Introducing micro and nano-technology in the design of next-generation microelectromechanical systems, microfluidic devices and biomedical applications. Basic concepts and physics of small-scale systems are covered. Topics include: scaling effects, nanofabrication techniques, continuum mechanical theories, low Reynolds number flows, capillary effects and interfacial flows, flows in channels of arbitrary dimensions, convective-diffusive mass transport, electro hydrodynamics including classical double layer theory, electrophoresis, electro-osmosis, dielectric polarisation and dielectrophoresis. The course also focuses on device applications, specifically MEMS sensors and actuators and lab-on-chip devices, through hands-on laboratory sessions (held at Melbourne Centre for Nanofabrication).",Mechanical
Computer-aided design,Finite element analysis (FEA) in computer-aided design; finite element formulation; first-order and second-order elements; stiffness matrix; integration points and stress recovery; convergence and mesh refinement; FEA of plane stress and plane strain problems; FEA of axisymmetric problems; FEA of nonlinear materials; FEA of contact problems; FEA of large deformation problems; FEA of dynamic problems; FEA of fracture mechanics.,Mechanical
Advanced dynamics,"Focus on advanced kinematics and dynamics with a variety of applications in fluid and solid mechanics, robotics and electromechanical systems. Study of how kinematic constraints are incorporated into forming the governing equations and their relationship with constraint forces. Dynamics incorporating collisions. Using rotating coordinate systems to solve dynamics problems. Two- and three-dimensional rigid body dynamics. Consideration of nonlinearities in the dynamic response of everyday structures. Instruction on advanced topics in analytical dynamics, incorporating D'Alembert's principle, Hamilton's principle and the general Lagrange equations. Reinforcement of concepts through computer analysis using Matlab or Mathematica.",Mechanical
Industrial noise and control,"Fundamentals of sound and sound propagation, wave equation, Helmholtz equation, absorption, impedance and intensity, silencers. Transmission from one medium to another, applications and optimisation. Transmission through walls, mass law, coincidence and resonance. Sound transmission in the atmosphere, inverse square law, excess attenuation. Radiation of sound, directivity. Sound in enclosed spaces. Noise sources, noise reduction techniques, noise legislation and regulation, acceptable noise levels, hearing conservation, measurement and analysis of noise, design for low noise.",Mechanical
Composite structures,"Specific modulus and specific strength; 3D stress and 3D strain tensors; anisotropic elasticity; composite lamina and composite laminate; hygrothermal strain and hygrothermal stress analysis of composite structures; failure theories for a composite lamina; micromechanical analysis of a composite lamina; classical lamination theory for composite laminate, failure analysis of composite laminates, design of composite laminates, finite element analysis of composite materials and structures.",Mechanical
Computers in fluids and energy,"Computational Fluid Dynamics (CFD) is a well-established analysis, design and optimisation approach for industrial fluid and heat transfer problems. Examples include turbomachinery, vehicle aerodynamics and aeronautics. It is also a powerful research tool and is being increasingly used to answer fundamental questions in a wide range of fields, from astrophysics to nanomaterials. This Unit provides an introduction to this mathematically sophisticated discipline. This involves a review of the equations governing motion and energy of fluids, the mathematical properties of these equations and the relevance of such properties to obtaining numerical solutions. The basics of numerical discretization and solution methods will be discussed. The Unit will also introduce you to using commercial CFD packages in analysing complex industrial problems involving fluids.",Mechanical
Robotics,"Spatial descriptions and transformations. Manipulator forward and inverse kinematics. Differential relationships and Jacobian. Manipulator dynamics: Lagrangian and Newton Euler formulations. Design of mechanisms and end-effectors. Actuation, sensing and control. Computational geometry for design, manufacture, and path planning. Robotics in manufacturing and automation. Techniques for modelling, simulation and programming of robotic tasks. Advanced mathematical formulations. Introduction to advanced robotics. A self-directed learning component completes the unit.",Mechanical
Wind engineering,"This unit introduces aerodynamic concepts applicable to both wind energy and wind engineering. It conveys the fundamentals of the wind environment, and how the wind interacts with both turbines to generate power, and structures to cause loads.
The unit will be conveyed in three sections: the wind environment, wind energy and wind engineering.
Wind engineering is a broad field that concerns the manner that the wind resource can be understood and harnessed for the benefit of society, and the need to understand the potentially damaging effects for design purposes, such as wind effects on structures. Examples of wind engineering areas include the effect of wind on structures and their surrounding environment, building ventilation, pollution dispersion, and energy production from wind.
You will first develop an understanding of the natural wind environment, which is essential to both the assessment of the performance of wind turbines and the estimation of structural wind loads. The significance of the wind environment to engineering problems, both structural and mechanical, is explored. The section on wind energy aerodynamic considers the science associated with the production of power from the wind. An understanding of the wind resource and the aerodynamics of wind turbines, including turbine performance, analysis methods, wind turbine siting, and blade/component loading will be developed. The wind engineering section is primarily concerned with understanding wind effects on structures, although other wind engineering problems such as pedestrian level winds, pollutions dispersion and wind-generated noise are discussed. The techniques (including wind tunnel and code-based) available to the engineer, when estimating wind loads, are introduced and applied, providing experience in solving practical engineering problems.",Mechanical
Non-destructive testing and inspection,"This unit explores various established techniques such as dye penetration, magnetic particle, eddy current, ultrasonic and radiography for non-destructive testing (NDT) and contrasts them with destructive methods. Industry standards for NDT and acceptance standards will be included. Case studies from a variety of industries which include microelectronics, aerospace, marine, railway and petrochemical industries will be discussed.",Mechanical
Sustainable engineering and design with nanomaterials,"Sustainable engineering and design with nanomaterials explores the selection, design and characterising of nanomaterials in developing sustainable engineering solutions that are verified using the life cycle assessment tool to enable you to design nanomaterials which are beneficial to the social and economic advancement. Examples include mineral nanotubes, titanium dioxide nanoparticles, carbon nanotubes, polymer nanocomposites, and bionanocomposites. The ability to design nanomaterials are developed through an appreciation of the theory and working principles of various preparation methods and characterisation techniques.",Mechanical
Internal combustion engines,"This unit is an advanced undergraduate module, which aims to develop an indepth understanding of current and future internal combustion engines technologies. This unit covers fundamental concepts, principles and applications of internal combustion engines and related components.
The following topics will be covered in depth in this unit:
1. Design features, function and layout of various internal combustion engines
2. Performance, efficiency and energy flow
3. Fuel delivery and gas exchange processes
4. Combustion, heat-release and work transfer
5. After-treatment system, emission and test regulations.",Mechanical
Clean energy materials,"This unit aims to introduce materials that revolutionise the current world with various energy options and future development trends. This unit covers fundamental concepts, principles and applications of energy materials, focusing on the design and development of advanced materials for sustainable energy generation and storage system. The following materials will be discussed, such as semiconductors for photovoltaics, solar cells, thermoelectric materials, piezoelectric materials, fuel cells, hydrogen production and storage. Preparation techniques and testing methods of energy materials will be included.",Mechanical
Mechanical Design 1,"This course will continue the development of a systematic approach to problem solving and design that commenced in earlier courses. It Â will focus on mathematical modelling for design applications;Â  force flow through components and assemblies; belt and chain drive design; rolling element bearing selection; dynamically-loaded bolted connections and welded-joint design; shaft design and explore these ideas in terms of practical applications.
 
Â 
 ",Mechanical
Advanced Thermofluids,"Basic concepts of heat transfer, units, dimensions, exchange mechanism. Steady-state conduction, multi-dimensional conduction. Structure of boundary layers. Internal and external laminar and turbulent forced convection. Heat exchanger design. Radiative heat transfer. Dimensional analysis. Modelling of turbomachines and thermal systems. Experiments and heat transfer measurements. Utilisation of energy, availability - open and closed systems; generalised thermodynamic relations; kinetic theory of gases; non-reactive ideal gas mixtures. Combustion, chemical equilibrium, chemical kinetics and emission control. Compressible flow.",Mechanical
Mechanical Design 2,"The following assumed knowledge is expected for postgraduate students undertaking this course: MECH3110 and MMAN2300.

Major design projects provided by industries, involving broad engineering/cross-discipline aspects; design approaches including project-based design process, concurrent design, management of design groups, design for manufacturing, reliability, affordability, and sustainability. Projects vary year-to-year and are diverse in nature, havingÂ included gear drive design, brake and clutch design and hydraulic system design, amongst others.
",Mechanical
Fundamental and Advanced Vibration Analysis,"The following assumed knowledge is expected for postgraduate students undertaking this course: MATH2019 and (MMAN2300).
Free and forced responses of single degree-of-freedom spring-mass-damper systems, vibration isolation, transmissibility; Harmonic analysis; Vibration measuring instruments; Linear vibrations of multi-degree-of-freedom systems, normal modes; Analysis of continuous systems, wave equation, transverse vibration of strings, longitudinal/torsional vibration of bars and rods, bending vibration of beams. Introduction to experimental vibration analysis using Fast Fourier Transform (FFT) techniques. Typical sources of vibration in machines. Analysis of continuous systems using finite element techniques. Modal analysis. Vibration testing.",Mechanical
Engineering Mechanics 3,"The following assumed knowledge is expected for postgraduate students undertaking this course: MATH2019 and (MMAN2300).
Gyroscopic torque. Static and dynamic balancing of rotating and reciprocating mass systems. Kinematics and kinetics of linkage mechanisms, Spatial manipulators, Profile cam-follower systems.",Mechanical
Computational Fluid Dynamics,"This course will focus on the terminology, principles and methods of CFD â Computational Fluid Dynamics.
CFD can be applied in many areas of engineering, including aerodynamics, hydrodynamics, air-conditioning and minerals processing. The aims of this course are: (i)Â Use of CFD in the context of a useful design tool for industry and a vital research tool for thermos-fluid research, (ii)Â Familiarize with the basic steps and terminology associated with CFD which includes developing understanding of the conservation laws applied to fluid motion and heat transfer and basic computational methods including explicit, implicit methods, discretization schemes and stability analysis, (iii)Â Develop practical expertise of solving CFD problems with commercial CFD codesÂ and (iv)Â Develop an awareness of the power and limitations of CFD.",Mechanical
Refrigeration and Air Conditioning 1,"The following assumed knowledge is expected for postgraduate students undertaking this course: MMAN2600 and MMAN2700.
Review of thermodynamic principles; evaluation of thermodynamic properties of real fluids. Refrigerants, their properties and applications. Gas cycle refrigeration. Steam-jet refrigeration. Vapour compression refrigeration; analysis and performance characteristics of the complete cycle; analysis and performance of multipressure systems. Analysis of the performance of compressors, condensers, evaporators and expansion devices. Thermo-electric refrigeration.",Mechanical
Mechanics of Fracture and Fatigue,"Topics
Theories of fracture; failure modes. Ductile, brittle fracture. Mechanics of crack propagation, arrest. Measurement of static fracture properties. Fatigue crack initiation, propagation. Engineering aspects of fatigue.
Summary
This course is an advanced course in the mechanics of solids. The course introduces the students to the terminology, principles, methods and practice used to safeguard structures against fracture and fatigue failures. In particular, the course teaches students to perform âdamage tolerance analysisâ of structures that are pertinent in design of advanced structures such as aerospace, naval, automobile structural components.
Aims
The first aim of this course is to develop an understanding of the influence of cracks and flaws on the performance of structural materials subject to mechanical loads. The second aim of this course is learn how to quantitatively predict and prevent the failure of materials that contain cracks or flaws.Â ",Mechanical
Machine Condition Monitoring,"Pre requisite for this course is MMMAN2300. This course is intended to provide the necessary tools and basic knowledge in the field of monitoring the health of rotating and reciprocating machines, primarily through vibration analysis. Machine condition monitoring (MCM) plays a key role in the maintenance of machinery and consequently has the potential to minimise maintenance costs and increase the reliability and safety of machines.
The first part of the course explores different maintenance practices and introduces a number of related concepts, including techniques for MCM, such as vibration analysis, lubricant analysis, thermography, ultrasound, current and voltage, acoustic emissions, etc. Of these, vibrations are the most powerful indicator of internal condition, and the course concentrates mainly on this area. A number of signal processing techniques (FFT analysis, time synchronous averaging, cepstrum analysis, demodulation, time-frequency presentations such wavelets etc.) are then introduced and ultimately applied to diagnose faults in specific components of machines, e.g. gears, bearings, fans, pumps, engines, compressors, etc.
The concepts introduced in the course are reinforced through a practical MATLAB-based project on diagnosing gear or bearing faults from actual machine operating data.
Â ",Mechanical
Fundamentals of Acoustics & Noise,"Development of the acoustic plane wave equation, introduction of concepts of acoustic impedance, characteristic impedance, acoustic energy density, acoustic intensity and acoustic power. Measurement of sound pressure. Decibel scales. Standing waves. The effect of noise on people. Wave propagation in porous media. Transmission phenomena including transmission of plane waves between different media, through walls and along pipes. The analysis of expansion chamber mufflers and pipe side-branches. Basic energy approach to room acoustics.",Mechanical
Composite Materials and Mechanics,"Using a unified and integrated approach, this course will give you a solid grounding in:
Â The properties of composite materials;Â Processing and manufacturing methods;Â Micromechanics and lamination theory;The analysis and manufacture of light weight composite structures;Â The design of a composite structures;Â Test methods to confirm mechanical properties.
Â The course will cater to the specific challenge of materials engineers across all engineering disciplines:
AerospaceManufacturingCivil & Mechanical EngineeringMechatronicsNaval ArchitectureArchitectureIndustrial Design",Mechanical
Micro and Biofluidics,"This course introduces the fundamentals of biofluids. It is an enabling technology which has been penetrated into and begun to change the way major discipline do things and is highly relevant for medical and health technologies.Â 

This course provides an interdisciplinary overview of biofluids theory and common problems for health technologies. Students will have hands on experiences in modelling and designing of devices through group projects.Â 
",Mechanical
Biofluid Dynamics and Systems," 
Engineers are increasingly working alongside clinical colleagues to solve complex health related problems. As advances are made in biomedical technology the need for mechanical engineers with a good understanding of medical principles grows. In this course, we focus on the application of fluid mechanics principles to medical problems.
A problem based learning approach will be used, with design, analysis and testing of a device conducted during the course.
CFD and benchtop testing will be conducted, with group work and links to clinical and industrial organizations.
Â ",Mechanical
Solar Thermal Energy Design,"The following assumed knowledge is expected for postgraduate students undertaking this course: MMAN2600 and MMAN2700.
Characteristics of solar radiation and solar collectors. Collector efficiency evaluation and prediction of long term performance. System modelling, energy storage; computer simulation and modelling of performance and economic worth.",Mechanical
Automobile Engine Technology,"This course introduces the fundamentals of how the design and operation of automobile engines affect the performance and emissions. The fluid flow, thermodynamics, combustion, and fuel properties are studied with reference to engine power, efficiency, and pollutants formation. Students examine the design features and operating characteristics of different types of automobile engines including petrol engines and diesel engines, as well as the next-generation combustion engines including homogeneous-charge compression-ignition (HCCI) and gasoline compression ignition (GCI) engines. The key features of alternative fuels (including biofuels), hybrid, fuel cell, and electricity powered engines are also discussed. The course includes a lab for the performance test experiments of petrol and diesel engines.",Mechanical
Special Topic in Mechanical Engineering,These syllabi change to allow presentation of a special topic of current interest particularly by visitors with recognised expertise in the topic.,Mechanical
Engineering Mechanics,"This is the foundation engineering science course for all five plans in the School of Mechanical and Manufacturing Engineering, with content as follows: Revision of vectors, resultants and components, moments; The free body diagram; Equilibrium of planar rigid objects; Equilibrium of systems of co-planar multi-force members and planar trusses; Friction; Mass centre, centroids, distributed forces; Internal forces in beams; Introduction to 3-dimensional statics; Plane particle kinematics, including curvilinear and relative motion; Plane particle kinetics, including equations of motion, work-energy-power, friction, impulse-momentum, impact; Kinetics of systems of particles; Introduction to plane kinematics of rigid bodies, types of rigid body motion (translation, rotation about a fixed axis); Mass moment of inertia, parallel axis theorem, moment of inertia for various shapes, Introduction to plane kinetics of rigid bodies, rigid body in plane motion, equations of motion, work-energy for a rigid body.",Mechanical
Engineering Design 2,"This course focuses on the subject of engineering design, which plays the role in guiding an engineer or a team of engineers to think like a designer along a systemic, rational, and creative pathway, towards breakthrough innovations of new product/service. This course provides students with a holistic understanding of the big picture, wide spectrum, and structured process of engineering design. In particular, it focuses on the early stage design, with respect to functional design and conceptual design, which greatly determines the ultimate success of any new product development.
Unlike the purely technical engineering subjects, engineering design is characterized by the synergy between âanalysisâ and âsynthesisâ, between ârationalityâ and âoptimalityâ, as well as between âdo the right thingâ and âdo the thing rightâ. Therefore, this course aims to make you understand the socio-technical nature of engineering design, and provide you with the capacity of not only solving a given design problem using relevant engineering knowledge, but also formulating a new design problem.Â 
Design thinking is a fundamental skill that every engineer must have for the 21st Century. It is one of the skills that profoundly distinguish human intelligence from artificial intelligence, which greatly impacts an engineerâs long-term career success in the workplace. Therefore, this course aims to equip you with the domain-independent and solution-neutral design thinking, which can be applied to whatever technical stream (e.g., aerospace, mechanical, manufacturing, mechatronic, or naval engineering) you choose to pursue in the future.Â 
Finally, todayâs engineering problem is becoming too complex to be addressed by a single engineer based on separate disciplinary knowledge. Therefore, this course also aims to make you understand both opportunities and challenges of collaborative engineering design. Through the pedagogy of project-based learning, itâs expected that your collaborative communication, negotiation, and decision-making skills will be enhanced.",Mechanical
Design and Manufacturing,"This course introduces basic aspects of design and manufacturing, process selection, manufacturing processes, material selection based on material and physical properties and the use of computers in the design process. This is a project-based course delivered with blended approach. The project selected allows students to work individually and in a team environment to achieve the final objective, which is a workable product. As part of the project, students are asked to develop a product from a page of functional requirements by developing a concept sketch, material selection, detail engineering drawings, process plan and finally making the product in a workshop. At the end of the semester, the products are tested. The necessary skills required for carrying out the project is taught during the semester by using face-to-face and e-learning approaches. In carrying out this work the student is exposed to design principles and drawing practices which includes Computer aided Design and Drafting, the link between material selection and design, manufacturing processes and practical selection and limitations of manufacturing components and products. A continuing emphasis is placed on group work and report writing essential to engineering.",Mechanical
Engineering Mechanics 2,"This course covers the practical application of engineering mechanics and mechanical vibrations. Topics include the following: Plane kinematics and kinetics of rigid bodies; equations of motion, work and energy, impulse and momentum; Introduction to mechanical vibration; Free and forced responses of single degree-of-freedom spring-mass-damper systems, vibration isolation; Harmonic analysis; Vibration measuring instruments; Linear vibrations of multi-degree-of-freedom systems; Analysis of continuous systems, wave equation, transverse vibration of strings, longitudinal/torsional vibration of bars and rods; Gear kinematics, involute profile and involute action; Gear trains, epicyclic gears.",Mechanical
Mechanics of Solids 1,"This is the fundamental engineering course for mechanical engineers, with content as follows: Stress, strain. tension/compression test, stress/strain diagram and relationships, Hooke's law, strain energy, Poisson's ratio. shear stress/strain diagram, failure due to creep and fatigue, axial (thermal) stress/strain, geometrical properties of plane figures & second moment of area, simple bending stress, deflections in beams, torsion of circular shafts, helical springs, statically determinate/indeterminate systems, introduction to finite elements, combined stresses, membrane stresses in thin cylindrical and spherical pressure vessels, stress/strain variation at a point in 2D (Mohr's circle), stress variation in 3D.",Mechanical
Fluid Mechanics,Fluid properties. Fluids in static equilibrium. Buoyancy. Pressures in accelerating fluid systems. Steady flow energy equations. Flow measurement. Momentum analysis. Dimensional analysis and similarity. Pipe flow. Incompressible laminar and turbulent flow in pipes; friction factor. Laminar flow between parallel plates and in ducts. Elementary boundary layer flow; skin friction and drag. Pumps and turbines. Pump and pipeline system characteristics.,Mechanical
Thermodynamics,"Thermodynamic concepts, systems, property, state, path, process. Work and heat. Properties of pure substances, tables of properties and equations of state. First law of thermodynamics. Analysis of closed and open systems. Second law of thermodynamics, Carnot cycle, Clausius inequality, entropy, irreversibility, isentropic efficiencies. Air-standard cycles. Vapour cycles.",Mechanical
Professional Engineering and Communication,"Professional Engineering and Communication is a subject designed to expose and involve students in a wide variety of topics and tasks which will be of lasting use going into Industrial Training, the final year thesis, and beyond that, a career in engineering. This course focuses on the non-technical aspects of engineering practice that centre around communication, ethical considerations, and professional conduct. Skills relating to problem solving, research, team working, and project planning and basic management will developed to standards expected of graduates entering the workplace - students are then expected to utilise and build on these skills in their final year to provide them with high-level skills that will make them sought after in the employment market.  Despite their non-technical nature, the concepts involved in this course are just as challenging as those that are involved in the technical analyses with which most engineering students are more familiar. A professional engineer can expect to find herself or himself working on several memos, reports and presentations at any given time - it is an essential part of performing effectively in industry. Therefore many tasks will be undertaken, some short and relatively simple, with others more complex and nuanced, partly reflecting the timelines and pressures of the working environment and providing an opportunity to work in different teams on different tasks. Analysis of team structures and interpersonal communication also forms part of the course, as aspects of teamwork such as leadership, conflict resolution, managing differing technical skill levels and cultural backgrounds are vital in professional practice and must be appreciated as useful skills for the engineer.  The centrepiece of the course is a group research project on an area pertinent to modern engineering. This, along with guest lectures from industry professionals will be used to provide insight into the working relationships between professional engineers, clients and management in order to prepare students for the workforce.",Mechanical
Linear Systems and Control,"Models of physical systems: differential equations for physical systems including mechanical, electrical, hydraulic, thermal and pneumatic systems; linearisation. System analysis techniques: solution by Laplace transform method. Transfer functions and block diagrams. System response: response of first and second order systems to impulse step, ramp and periodic inputs; higher order system response; concept of system stability, applications. Concept of control. Stability criteria; use of Root Locus and Bode for system analysis and modification. Simulation of linear and non-linear systems. The matrix exponential and state space notation. The transfer matrix. Pole and state feedback, controllability and observability. Use of MATLAB as a simulation environment.

The course is offered in terms 1 (T1) and 2 (T2). The majority of places in T1 will be reserved for Mechatronics students. The majority of places in T2 will be reserved for Aerospace, Mechanical and Mechanical and Manufacturing students.
",Mechanical
Mechanics of Solids 2,"Membrane stresses in axisymmetric shells, simple bending, bending of composite and reinforced concrete beams, principal and cross moments of area, unsymmetrical bending, transverse shear stresses in beams, shear centre, column buckling, theory of elasticity: compatibility - equilibrium - constitutive equations - plane stress/strain, st Venant's principal, application of theory of elasticity to axisymmetric problems, torsion of prismatic bars, Prandtl's membrane analogy, torsion of multiply connected thin-walled sections, deflection analysis based on the principle of virtual work, various modes of fracture, crack-tip stresses, stress intensity factor, fracture toughness, crack growth due to fatigue.",Mechanical
Thesis A,"This course is the first of two parts and is undertaken before MMAN4020 Thesis B. The Thesis involves formulating the designs for and solutions to open-ended engineering problems. The problems will be drawn from contemporary practice and will be multi-disciplinary involving application of material learnt throughout the undergraduate program and will require creative thought. The course will include the preparation of relevant professional documents. Part A involves the formulation of a project proposal which includes a review of the relevant literature. The course will include the preparation of relevant professional documents.Â  Part B involves the satisfactory preparation and submission an individual thesis addressing the project plan defined in Thesis A.

Students should have passed 132 unitsÂ at the time they commence this course.Â 
",Mechanical
Thesis B,"To be taken in the last semester required for the completion of all requirements for the award of the degree, i.e. in the semester immediately following that in which MMAN4010 Thesis A is taken. This course, together with MMAN4010 Thesis A, requires each student to demonstrate managerial, technical and professional skills in planning, executing and reporting on an approved engineering project within a stipulated time limit. Each student is also required to report on their project work at a thesis conference. The project on which each student works will be a direct continuation of the project on which that student worked in MMAN4010 Thesis A. Each student is guided by a supervisor, but successfully completing the project, writing the thesis and submitting the final thesis document by specified deadlines are the sole responsibility of each student.
Consultation should be arranged to allow both student and supervisor to regularly monitor the progress of the project.",Mechanical
Additive Manufacturing,"Additive manufacturing, also known as 3D printing, is an emerging advanced manufacturing technique which has enjoyed a rapid growth in recent years. 
This course will introduce you to the fundamental aspects of additive manufacturing. This courseÂ will focus on various additive manufacturing techniques where you will gain basic knowledge and theory about the history, development and fundamental engineering aspects of this technique. YouÂ will also cover additive manufacturing process optimization including the selection and use of materials as well as look at theÂ current majorÂ applications where additive manufacturing is used in addition to investigating the future development of this emerging manufacturing technique.",Mechanical
Engineering Management,"Manufacturing operations and competitiveness, concurrent product and process design, manufacturing processes and technologies, global supply chain, E-manufacturing, Just-in-time and lean manufacturing, enterprise resource planning, production and materials planning, statistical process control techniques, quality and project management. Concept of engineering economy, time value of money, equivalence, nominal versus effective interest rates, present worth, annual worth, internal rate of return, pay back period calculations, inflation, depreciation and after-tax economic analysis.",Mechanical
Finite Element Methods,"The following assumed knowledge is expected for postgraduate students undertaking this course: MMAN2400.
This course will train you to analyse real world structural mechanics problems using the finite element method. You will be introduced to the mathematical basis of finite element analysis, on which nearly all structural analysis software is built. You will learn how to apply commercially available finite element software to solve real-world engineering problems. The course will cater to the specific challenges of engineers across all mechanical disciplines (Aerospace, Manufacturing, Mechanical, Mechatronic and Naval). Any student wishing to extend their structural analysis skills should take this course.",Mechanical
Research Thesis A,"The thesis provides an opportunity for youÂ to bring together engineering principles learned over yourÂ previous years of study and apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis. Thesis projects are complex, open-ended problems that allow room for your creativity, and the acquisition, analysis and interpretation of results. There areÂ multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning. The thesis requires youÂ to formulate problems in scientific or engineering terms, manage an technicalÂ project and find solutions by applying scientific and engineering methods. You will also develop their ability to work in a research and development environment. You must identify a supervisor and project prior to enrolling in this course. This is the first course of the 3 course thesis structure.
",Mechanical
Research Thesis B,"The thesis provides an opportunity for youÂ to bring together engineering principles learned over yourÂ previous years of study and apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis. Thesis projects are complex, open-ended problems that allow room for your creativity, and the acquisition, analysis and interpretation of results. There areÂ multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning. The thesis requires youÂ to formulate problems in scientific or engineering terms, manage an technicalÂ project and find solutions by applying scientific and engineering methods. You will also develop their ability to work in a research and development environment. You must identify a supervisor and project prior to enrolling in this course. This is the secondÂ course of the 3 course thesis structure.
",Mechanical
Research Thesis C,"The thesis provides an opportunity for youÂ to bring together engineering principles learned over yourÂ previous years of study and apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis. Thesis projects are complex, open-ended problems that allow room for your creativity, and the acquisition, analysis and interpretation of results. There areÂ multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning. The thesis requires youÂ to formulate problems in scientific or engineering terms, manage an technicalÂ project and find solutions by applying scientific and engineering methods. You will also develop their ability to work in a research and development environment. You must identify a supervisor and project prior to enrolling in this course. This is the thirdÂ course of the 3 course thesis structure.
",Mechanical
Materials 1,"AMME1362/9302 is an introductory course in engineering materials. The unit aims to develop students' understanding of the structures, mechanical properties and manufacture of a range of engineering materials as well as how the mechanical properties relate to microstructure and forming and treatment methods. The unit has no prerequisite subject and is therefore intended for those with little or no previous background in engineering materials. However the unit does require students to take a significant degree of independent responsibility for developing their own background knowledge of materials and their properties. The electrical, magnetic, thermal and optical properties of materials are a critical need-to-know area where students are expected to do most of their learning by independent study.",Mechanical
Introduction to Biomechatronics,"Biomechatronics is the application of mechatronic engineering to human biology and as such it forms an important subset of the overall biomedical engineering discipline.  This course focusses on a number of areas of interest including auditory and optical prostheses, artificial hearts and active and passive prosthetic limbs and examines the biomechatronic systems (hardware & signal processing) that underpin their operation",Mechanical
